Kürzel,Name,Börse
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,NYSE ARCA
MUNX,AMG GW&K Muni Income ETF,NYSE ARCA
MUNY,Vanguard New York Tax-Exempt Bond ETF,BATS
MUR,Murphy Oil Corporation Common Stock,NYSE
MUSA,Murphy USA Inc. Common Stock,NYSE
MUSE,TCW Multisector Credit Income ETF,NYSE
MUSI,American Century Multisector Income ETF,NYSE ARCA
MUSQ,MUSQ Global Music Industry Index ETF,NYSE ARCA
MUST,Columbia Multi-Sector Municipal Income ETF,NYSE ARCA
MUU,Direxion Daily MU Bull 2X ETF,NASDAQ
MUX,McEwen Inc. Common Stock,NYSE
MUZE,Muzero Acquisition Corp - Class A Ordinary Shares,NASDAQ
MUZEU,Muzero Acquisition Corp - Unit,NASDAQ
MUZEW,Muzero Acquisition Corp - Warrant,NASDAQ
MVAL,VanEck Morningstar Wide Moat Value ETF,BATS
MVBF,MVB Financial Corp. - Common Stock,NASDAQ
MVCO,"Metavesco, Inc.",OTC
MVFD,Monarch Volume Factor Dividend Tree Index ETF,BATS
MVFG,Monarch Volume Factor Global Unconstrained Index ETF,BATS
MVIS,"MicroVision, Inc. - Common Stock",NASDAQ
MVLL,GraniteShares 2x Long MRVL Daily ETF,NASDAQ
MVNC,Marvion Inc.,OTC
MVO,MV Oil Trust Units of Beneficial Interests,NYSE
MVPA,Miller Value Partners Appreciation ETF,NYSE ARCA
MVPL,Miller Value Partners Leverage ETF,NYSE ARCA
MVRL,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN,NYSE ARCA
MVST,"Microvast Holdings, Inc. - Common Stock",NASDAQ
MVSTW,"Microvast Holdings, Inc. - Warrant",NASDAQ
MVV,ProShares Ultra MidCap400,NYSE ARCA
MWA,MUELLER WATER PRODUCTS Common Stock,NYSE
MWAI,"MedWellAI, Inc.",OTC
MWBC,"MW Bancorp, Inc. Common Stock",OTC
MWC,"Micware Co., Ltd.",OTC
MWG,Multi Ways Holdings Limited Class A Ordinary Shares,AMEX
MWH,"SOLV Energy, Inc. - Class A common stock",NASDAQ
MWYN,"Marwynn Holdings, Inc. - Common stock",NASDAQ
MX,Magnachip Semiconductor Corporation Common Stock,NYSE
MXC,Mexco Energy Corporation Common Stock,AMEX
MXCT,"MaxCyte, Inc. - Common Stock",NASDAQ
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",NYSE
MXF,"Mexico Fund, Inc. (The) Common Stock",NYSE
MXI,iShares Global Materials ETF,NYSE ARCA
MXL,"MaxLinear, Inc - Common Stock",NASDAQ
MXMG,"Maxima Group, Inc. Common Stock",OTC
MXUBY,Mixue Bingcheng Co Ltd/ADR,OTC
MXUGF,Mixue Bingcheng Co Ltd/ADR,OTC
MYCB,"My City Builders, Inc.",OTC
MYCF,State Street My2026 Corporate Bond ETF,NASDAQ
MYCG,State Street My2027 Corporate Bond ETF,NASDAQ
MYCH,State Street My2028 Corporate Bond ETF,NASDAQ
MYCI,State Street My2029 Corporate Bond ETF,NASDAQ
MYCJ,State Street My2030 Corporate Bond ETF,NASDAQ
MYCK,State Street My2031 Corporate Bond ETF,NASDAQ
MYCL,State Street My2032 Corporate Bond ETF,NASDAQ
MYCM,State Street My2033 Corporate Bond ETF,NASDAQ
MYCN,State Street My2034 Corporate Bond ETF,NASDAQ
MYCO,State Street My2035 Corporate Bond ETF,NASDAQ
MYCRY,Mycronic AB/ADR,OTC
MYDX,"MyDx, Inc. Common Stock",OTC
MYE,"Myers Industries, Inc. Common Stock",NYSE
MYFW,"First Western Financial, Inc. - Common Stock",NASDAQ
MYGN,"Myriad Genetics, Inc. - Common Stock",NASDAQ
MYHA,State Street My2027 High Yield Corporate Bond ETF,NASDAQ
MYHB,State Street My2028 High Yield Corporate Bond ETF,NASDAQ
MYHC,State Street My2029 High Yield Corporate Bond ETF,NASDAQ
MYHD,State Street My2030 High Yield Corporate Bond ETF,NASDAQ
MYHE,State Street My2031 High Yield Corporate Bond ETF,NASDAQ
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",NYSE
MYLD,Cambria Micro and SmallCap Shareholder Yield ETF,BATS
MYMF,State Street My2026 Municipal Bond ETF,NASDAQ
MYMG,State Street My2027 Municipal Bond ETF,NASDAQ
MYMH,State Street My2028 Municipal Bond ETF,NASDAQ
MYMI,State Street My2029 Municipal Bond ETF,NASDAQ
MYMJ,State Street My2030 Municipal Bond ETF,NASDAQ
MYMK,State Street My2031 Municipal Bond ETF,NASDAQ
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",NYSE
MYND,"Mynd.ai, Inc. American Depositary Shares",AMEX
MYNZ,MAINZ BIOMED N.V.,OTC
MYO,Myomo Inc. Common Stock,AMEX
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",NASDAQ
MYPSW,"PLAYSTUDIOS, Inc.  - Warrant",NASDAQ
MYRG,"MYR Group, Inc. - Common Stock",NASDAQ
MYRY,"Myriad Interactive Media, Inc. Common Stock",OTC
MYSE,"Myseum, Inc. - Common Stock",NASDAQ
MYSEW,"Myseum, Inc. - Series A Warrant",NASDAQ
MYSZ,"My Size, Inc. - Common Stock",NASDAQ
MYX,Maywood Acquisition Corp. 2,OTC
MYY,ProShares Short MidCap400,NYSE ARCA
MZEI,"Medizone International, Inc. Common Stock",OTC
MZHOF,MIZUHO FINANCIAL GROUP INC,OTC
MZTI,The Marzetti Company - Common Stock,NASDAQ
MZYX,MOZAYYX Acquisition Corp.,OTC
MZYX-UN,MOZAYYX Acquisition Corp.,OTC
MZYX.U,"MOZAYYX Acquisition Corp. Units, each consisting of one Class A ordinary share and one-quarter of one redeemable warrant",NYSE
MZZ,ProShares UltraShort MidCap400,NYSE ARCA
NA,Nano Labs Ltd - Class A Ordinary Shares,NASDAQ
NAAS,NaaS Technology Inc. - American Depositary Shares,NASDAQ
NABL,"N-able, Inc. Common Stock",NYSE
NAC,Nuveen California Quality Municipal Income Fund,NYSE
NACG,"NAC Global Technologies, Inc. Common Stock",OTC
NACP,Impact Shares NAACP Minority Empowerment ETF,NYSE ARCA
NAD,Nuveen Quality Municipal Income Fund Common Stock,NYSE
NAGE,"Niagen Bioscience, Inc. - Common Stock",NASDAQ
NAII,"Natural Alternatives International, Inc. - Common Stock",NASDAQ
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X ETF,NYSE ARCA
NAK,"Northern Dynasty Minerals, Ltd. Common Stock",AMEX
NAKA,Nakamoto Inc. - Common Stock,NASDAQ
NAKAW,Nakamoto Inc.,OTC
NALG,North America Lithium & Gold Corp,OTC
NAMI,Jinxin Technology Holding Company - American Depositary Shares,NASDAQ
NAMM,Namib Minerals - Ordinary Shares,NASDAQ
NAMMW,Namib Minerals - Warrants,NASDAQ
NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ
NAMSW,NewAmsterdam Pharma Company N.V. - Warrant,NASDAQ
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,NYSE
NANC,Unusual Whales Subversive Democratic Trading ETF,BATS
NANR,State Street SPDR S&P North American Natural Resources ETF,NYSE ARCA
NAOV,"NanoVibronix, Inc. Common",OTC
NAPR,Innovator Growth-100 Power Buffer ETF - April,BATS
NASA,Tema Space Innovators ETF,NYSE ARCA
NASC,Can B Corp,OTC
NAT,Nordic American Tankers Limited Common Stock,NYSE
NATH,"Nathan's Famous, Inc. - Common Stock",NASDAQ
NATL,NCR Atleos Corporation Common Stock,NYSE
NATNF,Nation Gold Corp.,OTC
NATO,Themes Transatlantic Defense ETF,NASDAQ
NATR,"Nature's Sunshine Products, Inc. - Common Stock",NASDAQ
NAUG,Innovator Growth-100 Power Buffer ETF - August,BATS
NAUT,"Nautilus Biotechnology, Inc. - Common Stock",NASDAQ
NAVI,Navient Corporation - Common Stock,NASDAQ
NAVN,"Navan, Inc. - Class A Common Stock",NASDAQ
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,NYSE
NB,NioCorp Developments Ltd. - Common Stock,NASDAQ
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NYSE
NBBI,"BMP AI Technologies, Inc.",OTC
NBBK,"NB Bancorp, Inc. - Common Stock",NASDAQ
NBCE,Neuberger China Equity ETF,NYSE ARCA
NBCM,Neuberger Commodity Strategy ETF,NYSE ARCA
NBCR,Neuberger Core Equity ETF,NYSE ARCA
NBDS,Neuberger Disrupters ETF,NYSE ARCA
NBET,Neuberger Energy Transition & Infrastructure ETF,NYSE ARCA
NBFC,Neuberger Flexible Credit Income ETF,NYSE ARCA
NBFR,Innovator Nasdaq-100 Managed 10 Buffer ETF,NYSE ARCA
NBGX,Neuberger Growth ETF,NYSE ARCA
NBH,Neuberger Municipal Fund Inc. Common Stock,AMEX
NBHC,National Bank Holdings Corporation Common Stock,NYSE
NBIE,Neuberger International Core Equity ETF,NYSE ARCA
NBIG,Leverage Shares 2X Long NBIS Daily ETF,NASDAQ
NBIL,GraniteShares 2x Long NBIS Daily ETF,NASDAQ
NBIS,Nebius Group N.V. - Class A Ordinary Shares,NASDAQ
NBIX,"Neurocrine Biosciences, Inc. - Common Stock",NASDAQ
NBIZ,Tradr 2X Short NBIS Daily ETF,BATS
NBJP,Neuberger Japan Equity ETF,NYSE ARCA
NBKBY,Noba Bank Group AG/ADR,OTC
NBLXF,Noble Plains Uranium Corp.,OTC
NBN,Northeast Bank - Common Stock,NASDAQ
NBND,NetBrands Corp.,OTC
NBOS,Neuberger Option Strategy ETF,NYSE ARCA
NBP,NovaBridge Biosciences - American Depositary Shares,NASDAQ
NBR,Nabors Industries Ltd.,NYSE
NBRG,Newbridge Acquisition Limited - Class A Ordinary Share,NASDAQ
NBRGR,Newbridge Acquisition Limited - Rights,NASDAQ
NBRGU,Newbridge Acquisition Limited - Unit,NASDAQ
NBRWF,NABORS INDUSTRIES LTD,OTC
NBSD,Neuberger Short Duration Income ETF,NYSE ARCA
NBSM,Neuberger Small-Mid Cap ETF,NYSE ARCA
NBTB,NBT Bancorp Inc. - Common Stock,NASDAQ
NBTR,Neuberger Total Return Bond ETF,NYSE ARCA
NBTX,Nanobiotix S.A. - ADSs,NASDAQ
NBXG,Neuberger Next Generation Connectivity Fund Inc. Common Stock,NYSE
NBY,"NovaBay Pharmaceuticals, Inc. Common Stock",AMEX
NC,"NACCO Industries, Inc. Common Stock",NYSE
NCA,Nuveen California Municipal Value Fund,NYSE
NCAUF,Newcore Gold Ltd.,OTC
NCBS,Nicolet Bankshares Inc. Com,OTC
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,NYSE
NCEL,NewcelX Ltd. - Ordinary Shares,NASDAQ
NCEW,New Century Logistics (BVI) Limited - Ordinary Shares,NASDAQ
NCHEF,Nichirei Corporation/ADR,OTC
NCI,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,NASDAQ
NCIQ,Hashdex Nasdaq CME Crypto Index ETF,NASDAQ
NCL,Northann Corp. Common Stock,AMEX
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,NYSE
NCLO,Nuveen AA-BBB CLO ETF,NYSE ARCA
NCLTF,"Nitori Holdings Co., Ltd.",OTC
NCLTY,"Nitori Holdings Co., Ltd.",OTC
NCMI,"National CineMedia, Inc. - Common Stock",NASDAQ
NCNA,NuCana plc - American Depositary Shares,NASDAQ
NCNO,"nCino, Inc. - Common Stock",NASDAQ
NCPB,Nuveen Core Plus Bond ETF,NASDAQ
NCPL,Netcapital Inc. - Common Stock,NASDAQ
NCPLW,Netcapital Inc. - warrants,NASDAQ
NCRA,"Nocera, Inc. - common stock",NASDAQ
NCRRP,NCR Voyix Corp,OTC
NCSM,"NCS Multistage Holdings, Inc. - Common Stock",NASDAQ
NCSYF,NICE Ltd.,OTC
NCT,Intercont (Cayman) Limited - Class A Ordinary shares,NASDAQ
NCTY,The9 Limited - American Depository Shares,NASDAQ
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,NYSE
NCV$A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,NYSE
NCV-PA,Virtus Convertible & Income Fund,OTC
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,NYSE
NCZ$A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,NYSE
NCZ-PA,Virtus Convertible & Income Fund II,OTC
NDAA,Ned Davis Research 360 Dynamic Allocation ETF,NASDAQ
NDAQ,"Nasdaq, Inc. - Common Stock",NASDAQ
NDEC,Innovator Growth-100 Power Buffer ETF - December,BATS
NDEKF,NITTO DENKO CORP / ADR/,OTC
NDIA,Global X India Active ETF,NYSE ARCA
NDIV,Amplify Energy & Natural Resources Covered Call ETF,NYSE ARCA
NDLS,Noodles & Company - Class A Common Stock,NASDAQ
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,NYSE
NDOW,Anydrus Advantage ETF,BATS
NDRA,ENDRA Life Sciences Inc. - Common Stock,NASDAQ
NDSN,Nordson Corporation - Common Stock,NASDAQ
NDVG,Nuveen Dividend Growth ETF,NYSE ARCA
NE,Noble Corporation plc A Ordinary Shares,NYSE
NE-WT,Noble Corp plc,OTC
NE-WTA,Noble Corp plc,OTC
NE.A,Noble Corporation plc Tranche 2 Warrants,NYSE
NE.W,Noble Corporation plc Tranche 1 Warrants,NYSE
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NYSE
NEAR,iShares Short Duration Bond Active ETF,BATS
NEBX,Tradr 2X Long NBIS Daily ETF,BATS
NECB,"NorthEast Community Bancorp, Inc. - Common Stock",NASDAQ
NEE,"NextEra Energy, Inc. Common Stock",NYSE
NEE$N,"NextEra Energy Capital Holdings Inc. Series N Junior Subordinated Debentures due March 1, 2079",NYSE
NEE$S,"NextEra Energy, Inc. 7.299% Corporate Units",NYSE
NEE$T,"NextEra Energy, Inc. 7.234% Corporate Units",NYSE
NEE$U,"NextEra Energy, Inc. Series U Junior Subordinated Debentures due June 1, 2085",NYSE
NEE$V,"NextEra Energy, Inc. 7.375% Corporate Units",NYSE
NEE$W,"NextEra Energy Capital Holdings Inc. Series Z Junior Subordinated Debentures due April 15, 2086",NYSE
NEE-PN,NEXTERA ENERGY INC,OTC
NEE-PS,NEXTERA ENERGY INC,OTC
NEE-PT,NEXTERA ENERGY INC,OTC
NEE-PU,NEXTERA ENERGY INC,OTC
NEE-PV,NEXTERA ENERGY INC,OTC
NEGG,"Newegg Commerce, Inc. - Common Shares",NASDAQ
NEHI,NEOS Ethereum High Income ETF,BATS
NELS,Nelson Select ETF,BATS
NEM,Newmont Corporation,NYSE
NEMCL,NEWMONT Corp /DE/,OTC
NEMD,Neuberger Emerging Markets Debt Hard Currency ETF,NYSE ARCA
NEMG,Leverage Shares 2x Long NEM Daily ETF,NASDAQ
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,AMEX
NEO,"NeoGenomics, Inc. - Common Stock",NASDAQ
NEOA,"Neo Aeronautics, Inc.",OTC
NEOG,Neogen Corporation - Common Stock,NASDAQ
NEON,Neonode Inc. - Common Stock,NASDAQ
NEOV,NeoVolta Inc. - Common Stock,NASDAQ
NEOVW,NeoVolta Inc. - Warrant,NASDAQ
NEPH,"Nephros, Inc. - Common Stock",NASDAQ
NERD,Roundhill Video Games ETF,BATS
NERV,"Minerva Neurosciences, Inc - Common Stock",NASDAQ
NESR,National Energy Services Reunited Corp - Ordinary Shares,NASDAQ
NET,"Cloudflare, Inc. Class A Common Stock",NYSE
NETG,Leverage Shares 2X Long NET Daily ETF,NASDAQ
NETL,Colterpoint Net Lease Real Estate ETF,NYSE ARCA
NETTF,"NetEase, Inc.",OTC
NEU,NewMarket Corp Common Stock,NYSE
NEUP,Neuphoria Therapeutics Inc. - Common Stock,NASDAQ
NEUT,Neutrans Inc.,OTC
NEWEN,NATIONAL GRID PLC,OTC
NEWH,"NewHydrogen, Inc.",OTC
NEWP,New Pacific Metals Corp. Common Shares,AMEX
NEWT,"NewtekOne, Inc. - Common Stock",NASDAQ
NEWTG,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2029",NASDAQ
NEWTH,"NewtekOne, Inc. - 8.625% Fixed Rate Senior Notes due 2029",NASDAQ
NEWTI,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",NASDAQ
NEWTO,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2031",NASDAQ
NEWTP,"NewtekOne, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.500% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ
NEWZ,StockSnips AI-Powered Sentiment US All Cap ETF,NASDAQ
NEXA,Nexa Resources S.A. Common Shares,NYSE
NEXCF,Nextech3D.AI Corp.,OTC
NEXHY,"Nippon Express Holdings, Inc./ADR",OTC
NEXM,NexMetals Mining Corp. - Common Stock,NASDAQ
NEXN,Nexxen International Ltd. - Ordinary Shares,NASDAQ
NEXR,Nexera Technologies Ltd - Ordinary Shares,NASDAQ
NEXRW,Nexera Technologies Ltd - Warrant,NASDAQ
NEXT,NextDecade Corporation - Common Stock,NASDAQ
NFBK,"Northfield Bancorp, Inc. - Common Stock",NASDAQ
NFE,New Fortress Energy Inc. - Class A Common Stock,NASDAQ
NFEB,Innovator Growth-100 Power Buffer ETF - February,BATS
NFG,National Fuel Gas Company Common Stock,NYSE
NFGC,New Found Gold Corp Common Shares,AMEX
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund Common Shares of Beneficial Interest",NYSE
NFLP,Kurv Yield Premium Strategy Netflix (NFLX) ETF,BATS
NFLT,Virtus Newfleet Multi-Sector Bond ETF,NYSE ARCA
NFLU,T-Rex 2X Long NFLX Daily Target ETF,BATS
NFLW,Roundhill NFLX WeeklyPay ETF,BATS
NFLX,"Netflix, Inc. - Common Stock",NASDAQ
NFLY,YieldMax NFLX Option Income Strategy ETF,NYSE ARCA
NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,NYSE ARCA
NFRX,Harrison Street Infrastructure Active ETF,NASDAQ
NFSN,"Nongfu Shop Digital New Retail Co., Ltd",OTC
NFTM,Buildablock Corp.,OTC
NFTN,NFiniTi inc.,OTC
NFTY,First Trust India Nifty 50 Equal Weight ETF,NASDAQ
NFXL,Direxion Daily NFLX Bull 2X ETF,NASDAQ
NFXS,Direxion Daily NFLX Bear 1X ETF,NASDAQ
NG,Novagold Resources Inc.,AMEX
NGCG,"New Generation Consumer Group, Inc.",OTC
NGCGD,"New Generation Consumer Group, Inc.",OTC
NGCOY,"Nagase & Co., Ltd./ADR",OTC
NGD,New Gold Inc. /FI,OTC
NGEN,NervGen Pharma Corp. - Common stock,NASDAQ
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",NYSE
NGGTF,NATIONAL GRID PLC,OTC
NGHI,"Galenfeha, Inc.",OTC
NGHLF,Nightingale Health Plc,OTC
NGHT,"NightCulture, Inc. Common Stock",OTC
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,NYSE
NGL$B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,NYSE
NGL$C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,NYSE
NGL-PB,NGL Energy Partners LP,OTC
NGL-PC,NGL Energy Partners LP,OTC
NGLD,Nevada Canyon Gold Corp.,OTC
NGNE,Neurogene Inc. - Common Stock,NASDAQ
NGS,"Natural Gas Services Group, Inc. Common Stock",NYSE
NGSCF,"Nagase & Co., Ltd./ADR",OTC
NGTF,NIGHTFOOD HLDGS INC Common Stock,OTC
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",NYSE
NGVT,Ingevity Corporation Common Stock,NYSE
NGXXF,NGEx Minerals Ltd.,OTC
NHC,National HealthCare Corporation Common Stock,AMEX
NHFLF,NORTHFIELD CAPITAL CORP,OTC
NHI,"National Health Investors, Inc. Common Stock",NYSE
NHIC,NewHold Investment Corp III - Class A Ordinary shares,NASDAQ
NHICU,NewHold Investment Corp III - Units,NASDAQ
NHICW,NewHold Investment Corp III - Warrants,NASDAQ
NHKGF,NHK Spring Co. Ltd/ADR,OTC
NHKSY,NHK Spring Co. Ltd/ADR,OTC
NHLE,Nhale Inc. Common Share,OTC
NHLTY,Nightingale Health Plc,OTC
NHNKF,Nihon Kohden Corporation/ADR,OTC
NHPAP,"National Healthcare Properties, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",NASDAQ
NHPBP,"National Healthcare Properties, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock",NASDAQ
NHS,Neuberger High Yield Strategies Fund Inc. Common Stock,AMEX
NHS-RW,Neuberger High Yield Strategies Fund Inc.,OTC
NHS.R,"Neuberger High Yield Strategies Fund Inc. Rights (expiring April 15, 2026) Rights",AMEX
NHTC,Natural Health Trends Corp. - Commn Stock,NASDAQ
NHYB,Nuveen High Yield Corporate Bond ETF,NYSE ARCA
NHYM,Nuveen High Yield Municipal Income ETF,NYSE ARCA
NI,NiSource Inc Common Stock,NYSE
NIC,Nicolet Bankshares Inc. Common Stock,NYSE
NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,NASDAQ
NICHX,Variant Alternative Income Fund,OTC
NIDB,"Northeast Indiana Bancorp, Inc. Common Stock",OTC
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,NYSE
NIHI,NEOS MSCI EAFE High Income ETF,BATS
NIHK,"Video River Networks, Inc.",OTC
NIKA,"NIKA PHARMACEUTICALS, INC",OTC
NIKL,Sprott Nickel Miners ETF,NASDAQ
NIM,Nuveen Select Maturities Municipal Fund Common Stock,NYSE
NIMU,NON INVASIVE MONITORING SYSTEMS INC /FL/,OTC
NINE,"Nine Energy Service, Inc. Common Stock",AMEX
NIO,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",NYSE
NIOBW,NioCorp Developments Ltd. - Warrant,NASDAQ
NIOG,Leverage Shares 2X Long NIO Daily ETF,NASDAQ
NIOIF,NIO Inc.,OTC
NIOMF,First American Uranium Inc.,OTC
NIPG,NIP Group Inc. - American Depositary Shares,NASDAQ
NIQ,NIQ Global Intelligence plc Ordinary Shares,NYSE
NITE,The Nightview Fund NITE,NYSE ARCA
NIU,Niu Technologies - American Depositary Shares,NASDAQ
NIVF,NewGenIvf Group Limited - Class A Ordinary Shares,NASDAQ
NIVFW,NewGenIvf Group Limited - Warrants,NASDAQ
NIXT,Research Affiliates Deletions ETF,NASDAQ
NIXX,"Nixxy, Inc. - Common Stock",NASDAQ
NIXXW,"Nixxy, Inc. - Warrant",NASDAQ
NJAN,Innovator Growth-100 Power Buffer ETF - January,BATS
NJNK,Columbia U.S. High Yield ETF,NYSE ARCA
NJR,NewJersey Resources Corporation Common Stock,NYSE
NJUL,Innovator Growth-100 Power Buffer ETF - July,BATS
NJUN,Innovator Growth-100 Power Buffer ETF - June,BATS
NKE,"Nike, Inc. Common Stock",NYSE
NKGFF,Nevada King Gold Corp.,OTC
NKLR,Terra Innovatum Global N.V. - Ordinary shares,NASDAQ
NKSH,"National Bankshares, Inc. - Common Stock",NASDAQ
NKTR,Nektar Therapeutics - Common Stock,NASDAQ
NKTX,"Nkarta, Inc. - Common Stock",NASDAQ
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,NYSE
NL,"NL Industries, Inc. Common Stock",NYSE
NLCP,"NewLake Capital Partners, Inc.",OTC
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,NYSE
NLR,VanEck Uranium and Nuclear ETF,NYSE ARCA
NLRT,NOGALES RES CORP Common Stock,OTC
NLSI,NEOS Long/Short Equity Income ETF,BATS
NLST,NETLIST INC,OTC
NLY,Annaly Capital Management Inc. Common Stock,NYSE
NLY$F,Annaly Capital Management Inc 6.95% Series F,NYSE
NLY$G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE
NLY$I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE
NLY$J,Annaly Capital Management Inc. 8.875% Series J Fixed-Rate Cumulative Redeemable Preferred Stock,NYSE
NLY-PF,ANNALY CAPITAL MANAGEMENT INC,OTC
NLY-PG,ANNALY CAPITAL MANAGEMENT INC,OTC
NLY-PI,ANNALY CAPITAL MANAGEMENT INC,OTC
NLY-PJ,ANNALY CAPITAL MANAGEMENT INC,OTC
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,NYSE
NMAR,Innovator Growth-100 Power Buffer ETF - March,BATS
NMAX,"Newsmax, Inc. Class B Common Stock",NYSE
NMAY,Innovator Growth-100 Power Buffer ETF - May,BATS
NMB,Simplify National Muni Bond ETF,NYSE ARCA
NMBL,NovaTide Flexible Allocation ETF,NYSE ARCA
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,NYSE
NMEX,NORTHERN MINERALS & EXPLORATION LTD.,OTC
NMFC,New Mountain Finance Corporation - Common Stock,NASDAQ
NMFCZ,New Mountain Finance Corporation - 8.250% Notes due 2028,NASDAQ
NMG,Nouveau Monde Graphite Inc. Common Shares,NYSE
NMGX,Nano Magic Inc.,OTC
NMHI,Nature's Miracle Holding Inc.,OTC
NMHIW,Nature's Miracle Holding Inc.,OTC
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock",NYSE
NMIH,NMI Holdings Inc - Common Stock,NASDAQ
NMKBP,NATIONAL GRID PLC,OTC
NMKCP,NATIONAL GRID PLC,OTC
NML,Neuberger Energy Infrastructure and Income Fund Inc. Common Stock,AMEX
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,NYSE
